,Tweet,Brand/Product,Emotion,Brand
630,Wonder if I can fit an iPad 2 in my luggage as I'm packing for Austin? Hmmm. #sxsw,ipad,Neutral,Apple
631,"Holy moly I can't believe the line out here #sxsw @mention Apple Store, SXSW {link}",apple,Neutral,Apple
632,"Only time I ever torrent (also this is legal). Also, also, so excited #sxsw  {link}",Unknown,Neutral,Unknown
633,How could I forget my cell phone today for #SXSW what a fail glad I have my iPad #lifelinetotheworld,iPad,Positive,Apple
634,".@mention I have a 3G iPhone. After 3 hrs tweeting at #RISE_Austin, it was dead!  I need to upgrade. Plugin stations at #SXSW.",iPhone,Negative,Apple
635,.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite,iPad,Negative,Apple
636,"Love that I have a MacBook, iPad, and iPhone with me at #sxsw this year. One runs out of juice, and I can jump to the next.",iPhone,Positive,Apple
637,Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermatteam #sxsw #thanks,iPhone,Positive,Apple
638,Holy cow! I just got hooked by Paolo and Alex with a backup charger for my iPhone! facebook.com/powermat #powermattteam #sxsw #thanks,iPhone,Positive,Apple
639,Catch 22Û_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,apple,Positive,Apple
641,I knew if I plied @mention with beer and stogies last night I'd weasel my way into the Team Android party tonight. #success #SXSW.,Android,Positive,Google
642,"Honestly, I think everyone at #sxsw owns an @mention laptop! #truestory",Unknown,Neutral,Unknown
643,"Ok nerds, I totally am Bateman. You want me to sign your iPad 2? #sxsw",ipad,Neutral,Apple
644,Last year I traveled too heavy...this year too light. I'll get it right next year. Left my iPad at home. #sxsw,ipad,Neutral,Apple
645,"I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.  Hmmzies.",iPad,Negative,Apple
646,ÛÏ@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSWÛ,iphone,Positive,Apple
647,"Cool one, I'll be there. RT @mention #SXSW Friday at 5pm Doodle Google session.  {link}",google,Neutral,Google
648,@mention  I'm beyond frustrated w/ @mention after this Samsung Moment runaround &amp; am leaving for ATT &amp; iPhone so I can enjoy #sxsw.,iPhone,Positive,Apple
649,ev'ry day i'm hustlin'! working the @mention #sxsw event for @mention tonight- i've absolutely loved working... {link},Unknown,Neutral,Unknown
650,Brilliant idea to have @mention and @mention search engine ranking session in small room. Only 75 people locked out. #sxsw,Unknown,Neutral,Unknown
651,I have no idea why this startupbus thing is so addictive: {link} #sxsw Also just added Android app.,Android App,Positive,Google
652,Practical ideas on android development - Bit.ly/androidhig - #sxsw,android,Neutral,Google
653,Wondering if anyone at #SXSW will sell me a Verizon iPhone? Bueller?,iphone,Neutral,Apple
654,"ÛÏ@mention If I show up at #sxsw with my 1st gen iPad, will they still let me in the door?Û ( Too funny Tim!! )",ipad,Neutral,Apple
655,"Hot-spot! If only @mention data speed could keep up RT @mention Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW",Apple,Positive,Apple
656,wondering if ppl in #sxsw on friday will queue at the convention centre or the apple store! xD i'm still figuring out wot i'll do!,Apple,Positive,Apple
657,Wondering if the #sxsw crowd made lines at Apple stores elsewhere in the U.S. any shorter today...,apple,Neutral,Apple
658,"@mention  if there is another interview disaster like last year's Evan Woods one, you'll see alot of iPhone staring! #sxsw",iphone,Neutral,Apple
659,"ÛÏ@mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",ipad,Neutral,Apple
660,.@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search. #sxsw #smscifi,google,Neutral,Google
661,"No launch imminent apparently, so Google Circles probably won't dÌ©but at #SXSW this evening.",google,Neutral,Google
662,This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App! {link} #iPad2 #SXSWGo,ipad,Positive,Apple
663,"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} Share pics, apps, vids w/others",Android App,Positive,Google
664,"If you're in a room full of people w/good Wi-Fi at #SXSW run #FrostWire on your Android {link} share pics, apps, vids w/others",Android App,Positive,Google
665,"Hot spots in Austin on Gowalla right now: convention cnt, the Ignite party n the Apple store. #sxsw #sxswi",Apple,Positive,Apple
666,I will be in Austin this weekend @mention #SXSW supporting Smarty Ears' launch of new iPad apps for Speech Therapy {link} #sxswh #sxsh,ipad,Positive,Apple
667,"If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",ipad,Neutral,Apple
668,#sxsw guy in front of me at this panel has an ipad in an etch-a-sketch case...device of wondeR? #iusxsw,iPad,Neutral,Apple
669,"For those in need of sweet Mac goodness at #SXSW, Apple has set up a temporary store downtown: {link}",Apple,Positive,Apple
670,Currently in route to a Truther Movement music festival at Spiderhouse. Google that. #SXSW,google,Neutral,Google
671,This just in: @mention to release new #socialmedia tool at #sxsw - {link},Unknown,Neutral,Unknown
672,NFC to be included on iPhone 5? Maybe.... #sxsw,iphone,Neutral,Apple
673,The apple influence on ditto: one button login choice with facebook. #sxsw #UnderstandingHumans,apple,Neutral,Apple
674,"WABI-SABI inspiration lab is looking for a spanish-speaking trend scout based in Austin, Texas. #sxsw {link}",Unknown,Neutral,Unknown
675,"Zite, the Intelligent iPad Magazine: {link} &lt;  Deliciousness. #sxsw #trending #youneedthis",iPad,Positive,Apple
676,"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",Google,Negative,Google
677,Hmm. Very interesting. RT @mention Wonder if @mention is putting tips from the @mention API...  #SxSW #SUxSW,Unknown,Neutral,Unknown
678,#TheKills interview now on @mention at #sxsw may be one of the most painfully vacuous interviews in history. {link},Unknown,Neutral,Unknown
679,Can't get into my first panel today. Line looks like the Apple Store. #SXSW {link},apple,Neutral,Apple
680,Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #lovemusicapi #sxsw,iPhone,Positive,Apple
681,Rockin an iPad 2 from the downtown Apple #SXSW store. #apple,iPad,Positive,Apple
682,#technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech,apple,Positive,Apple
683,AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw,iPad,Positive,Apple
684,Heard the iPad 2 launch at #sxsw was pretty intense.,ipad,Neutral,Apple
685,New Post: iPad 2 Launches to Huge Lines at Apple Pop-Up Shop in Austin {link} #SXSW #SXSWi,iPad,Positive,Apple
686,"ÛÏ@mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #mediaÛ",iPad,Positive,Apple
687,Remaining iPad 2 stock at #sxsw Apple store.. Come get one :-)  {link},iPad,Positive,Apple
688,I won the iPad accessories bag! Thanks @mention #SXSW,iPad,Positive,Apple
689,The #sxsw iPad app is pure gold. @mention,iPad or iPhone App,Positive,Apple
690,"Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link} #SXSW #tapworthy",iPad,Neutral,Apple
691,"First up: iPad Design Headaches (2 Tablets, Call in the Morning). #SXSW #tapworthy",iPad,Neutral,Apple
692,the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2,iPad,Negative,Apple
693,"Designing iPad Interfaces - New Navigation Schemas.
#SXSW #UXDes",ipad,Neutral,Apple
694,Designing iPad interfaces with @mention #UXDes #SXSW  {link},ipad,Neutral,Apple
695,"Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}",iPad or iPhone App,Positive,Apple
696,Spin Play iPad launch Party. Hanging with @mention and @mention #sxsw (@mention Cedar Street Courtyard) {link},ipad,Neutral,Apple
697,"shoot, my ipad will not display any search results :( will have to go through questions later #osmpw #sxsw",iPad,Negative,Apple
698,Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky,iPad,Positive,Apple
699,I fear no iphone + #att 3gs slowpoke network during #sxsw &amp; #sxswmusic.,iPhone,Positive,Apple
700,The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,iPad or iPhone App,Negative,Apple
701,The #SXSW iPhone app is one of the worst I've had to use in a very long time.,iPad or iPhone App,Negative,Apple
702,Very cool iphone app just launched at #sxsw FlyPost: community bulletin board w/ location. Learn more: {link} {link},iPad or iPhone App,Positive,Apple
703,Pedicab + iPhone charger would be epic win. #SXSW,Other Apple product or service,Positive,Apple
704,"Check out iPhone Developer Meet Up at SXSW.
{link} #SXSW",iPhone,Positive,Apple
706,"&quot;the iPhone is a transient device used in short bursts; the iPad is an 'after 8pm, on the couch' device.&quot; @mention #sxsw",iPhone,Positive,Apple
707,"Fret not, iPhone owners. Apple to open temporary store at #SXSW. {link} via @mention",apple,Neutral,Apple
708,Disliking iPhone twitter auto shortening links for me. #sxsw,iPad or iPhone App,Negative,Apple
709,@mention  iPhone. Clearly. Positively. Happily. #SXSW,iPhone,Positive,Apple
710,Clipboard is a carny #ipad #lowtech #sxsw,ipad,Neutral,Apple
711,.@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},Unknown,Neutral,Unknown
712,"Flipboard is developing an iPhone version, not Android, says @mention #sxsw",iPhone,Positive,Apple
713,Microsoft is going to launch IE9 at #SXSW. Amid all those glowing Apple logos. #classicaudiencemisread,apple,Neutral,Apple
714,my iPhone is overheating. why are there so many british sounding people in texas? #SXSW,iPhone,Negative,Apple
715,So {link} is part of my presentation at #SXSW so good thing it's crashing now instead of then. Works best on iPhone/Android,iPhone,Positive,Apple
716,#hashable is rocking @mention #SXSW the new &quot;cloud&quot; of Business Cards. No for #iPhone and #Android too,android,Neutral,Google
717,.@mention is super-friendly w google and isn't closed to acquisition &amp; partnership. Answering very pointed ?s from @mention #sxsw,google,Neutral,Google
718,GameSalad is the topic of a Dutch podcast! {link} #gssxsw #sxsw #sxsw2011 #SXSWNL,Unknown,Neutral,Unknown
719,Soo where is this Apple store at #SXSW ?,apple,Neutral,Apple
720,"my sister is throwing the Google sxsw party tonigh Come!! {link} Bands, food, art, ice cream, nifty interactive #sxsw",Google,Positive,Google
721,ÛÏ@mention is walking around #SXSW while staring down at my iPhone 4... Just like everyone else.Û // ummmm...ditto that,iPhone,Neutral,Apple
722,My iPhone is wilting under the stress of being at #sxsw.,iPhone,Negative,Apple
723,I believe it - I almost always use Google Maps on my iPhone RT @mention 40% of Google Maps use is Mobile says @mention #sxsw,Other Google product or service,Positive,Google
724,Of course it does! RT @mention #SXSW Gets Its Own Apple Store {link} #geeksrule,Apple,Positive,Apple
725,Rumor has it that apple putting up pop-up store at congress/6th.  Strange activity on SW corner now.  Could that be it?  Shhh... #sxsw,apple,Neutral,Apple
726,"Gotta get it! RT @mention Hey Taariq, howdy from Texas, fav #sXsw app is: {link} &lt;--android-or get Iphone #UsGuys",iPad or iPhone App,Positive,Apple
727,.@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #fb,apple,Neutral,Apple
728,ÛÏ@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},apple,Neutral,Apple
729,@mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB,apple,Neutral,Apple
730,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeti? {link}",iphone,Positive,Apple
731,"@mention  Its bigger than an iphone and smaller than a PC, so good for big events like #SXSW and meeting day? {link}",iPad,Positive,Apple
732,SXSW Gets Its Own Apple Store {link} #atx,apple,Neutral,Apple
733,I'm a bit jealous seeing #SXSW attendees with #ipad2. My iPad seems so obsolete...,iPad,Positive,Apple
734,At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,Unknown,Neutral,Unknown
735,Posterous Joins The SXSW Pile On With Posterous Events For iPhone - TechCrunch {link} #sxsw,iphone,Neutral,Apple
736,Posterous Joins The SXSW Pile On With Posterous Events For iPhone {link} #iPhone #RichPearson #SXSW,iphone,Neutral,Apple
737,buildings just &quot;sprout up&quot; in the new google maps for mobile #sxsw,google,Neutral,Google
738,I think I just broke @mention [iPhone app]. #sxsw #sorry,iphone,Neutral,Apple
739,"#technews Just In Time For SXSW, Foursquare Ups The Game And... {link} #Tech_News #Friends_Offer #iPhone #SXSW #The_Game #tech",iphone,Neutral,Apple
740,&quot;I'm just learning all of these things from the screen.&quot; A 4-year old's explanation of how she instantly knew how to use an iPad. #sxsw,iPad,Positive,Apple
741,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",Google,Negative,Google
742,"ÛÏ@mention Just picked up my iPad 2, now back to #sxsw {link} .. So what cha think. Is it worth the upgrade?",ipad,Neutral,Apple
743,At #sxsw? Keep a tab on all the great #craftbeer you're drinking in Austin. Next Pint for iPhone. {link},iphone,Neutral,Apple
